user_id	label	item_id	item_l1	item_leaf	age_bucket	gender_id	city_id	is_low_activity	purchase_count	click_count	active_days	user_l1_seq	user_leaf_seq
16	0	225	20	118	4	2	4	0	2	4	5	18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12	0	36	17	32	4	1	12	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81	0	174	21	101	3	2	15	0	1	3	3	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29	1	77	5	59	4	1	17	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95	0	27	12	26	4	4	11	1	1	3	4	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17	0	19	8	18	3	1	5	0	2	4	5	4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	47,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68	0	269	6	9	5	1	2	1	2	2	4	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63	0	6	2	6	5	1	15	1	1	2	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18	1	199	11	24	2	2	7	0	1	3	3	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18	0	169	5	99	2	2	7	0	1	3	3	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37	1	182	13	104	2	2	7	1	1	3	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19	0	276	20	46	5	1	8	1	2	2	4	18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8	0	11	6	10	4	1	8	0	2	3	3	13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35	1	198	11	102	3	3	5	0	1	3	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60	1	238	13	104	0	1	12	0	1	3	3	13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46	1	6	2	6	3	2	16	0	2	4	5	2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66	1	121	4	5	4	1	18	1	2	3	5	4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	92,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79	0	214	5	58	2	1	13	0	1	3	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72	0	27	12	26	5	2	6	1	1	2	3	21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65	1	198	11	102	3	2	17	0	1	3	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76	1	229	16	55	5	1	10	1	1	3	4	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54	0	27	12	26	2	2	6	1	1	3	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27	0	104	13	74	5	1	15	1	1	2	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7	1	24	10	23	2	2	7	1	1	4	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14	1	184	13	104	5	2	2	1	2	2	4	13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6	1	138	9	89	5	1	6	1	2	2	4	9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89	1	269	6	9	2	1	5	0	2	4	5	5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66	0	90	13	66	4	1	18	1	2	3	5	4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	92,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5	0	270	6	10	3	2	5	0	2	4	4	8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73	0	216	23	115	2	1	7	0	1	3	3	14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74	0	36	17	32	4	2	8	0	1	3	3	21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67	1	179	11	73	2	2	1	1	1	3	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90	0	217	23	114	0	1	6	1	1	3	4	7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35	0	205	22	112	3	3	5	0	1	3	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36	1	112	18	46	5	1	6	1	2	2	4	18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31	0	52	18	43	3	1	1	0	1	3	3	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58	0	181	19	64	5	1	10	1	1	2	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42	0	214	5	58	3	2	12	0	1	3	3	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51	0	238	13	104	4	1	3	0	2	4	5	4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27	1	239	4	14	5	1	15	1	1	2	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78	1	235	14	123	4	2	12	0	2	4	5	18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	124,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98	0	227	8	120	5	1	14	1	2	2	4	21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	101,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26	1	181	19	64	3	2	14	0	1	3	3	19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98	1	259	21	55	5	1	14	1	2	2	4	21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	101,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88	1	266	4	5	5	2	4	1	2	2	4	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96	0	186	1	38	2	1	12	0	1	3	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58	1	24	10	23	5	1	10	1	1	2	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56	1	40	5	35	4	1	8	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	100,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30	1	189	1	107	5	4	18	1	2	2	4	20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53	0	217	23	114	5	1	5	1	2	2	4	13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21	0	136	22	88	4	1	10	0	2	4	5	5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16	1	149	14	93	4	2	4	0	2	4	5	18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56	0	34	16	30	4	1	8	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	100,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10	0	101	11	73	5	1	10	1	1	1	2	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45	1	138	9	89	5	1	15	1	1	2	3	9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99	1	272	7	72	3	2	15	0	2	4	5	7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0	10	6	9	3	2	1	1	3	5	7	1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12	0	127	3	84	4	1	12	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100	1	301	5	58	3	1	16	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	69,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9	1	33	15	29	3	2	9	0	2	3	4	15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86	0	178	10	103	4	2	2	0	2	4	5	21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28	0	19	8	18	4	2	16	0	1	3	3	13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96	1	87	4	65	2	1	12	0	1	3	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91	1	84	19	62	4	2	7	0	1	3	3	19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95	0	62	12	49	4	4	11	1	1	3	4	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75	0	260	19	64	0	2	9	0	1	3	3	8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61	0	33	15	29	4	4	13	1	1	3	4	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74	0	118	16	80	4	2	8	0	1	3	3	21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15	0	227	8	120	2	1	3	0	1	3	3	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2	0	22	9	21	4	1	2	0	3	5	7	6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93	1	174	21	101	5	1	9	1	1	2	3	17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41	0	174	21	101	5	1	11	1	1	2	3	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39	1	289	4	41	4	2	9	0	2	4	5	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69	0	110	11	48	3	2	3	0	2	4	5	3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	60,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47	1	145	12	26	4	3	17	0	1	3	3	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89	0	223	20	118	2	1	5	0	2	4	5	5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20	1	154	1	31	2	2	9	0	2	4	5	2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18	0	24	10	23	2	2	7	0	1	3	3	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21	1	72	7	56	4	1	10	0	2	4	5	5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45	1	243	9	90	5	1	15	1	1	2	3	9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46	0	46	13	39	3	2	16	0	2	4	5	2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57	1	185	4	105	3	2	9	0	1	3	3	20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17	0	24	10	23	3	1	5	0	2	4	5	4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	47,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85	1	140	1	1	2	1	1	1	1	3	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85	0	130	3	85	2	1	1	1	1	3	2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22	1	233	11	24	5	2	11	1	2	2	4	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18	1	124	11	24	2	2	7	0	1	3	3	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24	1	164	3	97	3	2	12	0	2	4	5	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93	0	81	3	60	5	1	9	1	1	2	3	17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94	0	229	16	55	3	2	10	0	1	3	3	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87	0	22	9	21	3	1	3	0	1	3	3	18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69	1	128	3	84	3	2	3	0	2	4	5	3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	60,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62	0	266	4	5	3	3	14	0	1	3	3	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94	1	283	3	11	3	2	10	0	1	3	3	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4	0	91	3	66	5	1	4	1	2	3	5	4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52	1	78	3	60	3	2	4	0	1	3	3	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70	1	285	5	100	3	1	4	0	1	3	3	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78	1	235	14	123	4	2	12	0	2	4	5	18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	124,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3	1	13	3	12	2	2	3	1	1	3	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25	1	45	1	38	0	1	13	0	1	3	3	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3	0	276	20	46	2	2	3	1	1	3	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26	0	280	17	131	3	2	14	0	1	3	3	19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50	1	186	1	38	0	2	2	1	1	3	4	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72	1	119	21	81	5	2	6	1	1	2	3	21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52	0	87	4	65	3	2	4	0	1	3	3	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66	0	60	11	48	4	1	18	1	2	3	5	4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	92,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79	0	229	16	55	2	1	13	0	1	3	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98	0	127	3	84	5	1	14	1	2	2	4	21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	101,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2	0	160	3	96	4	1	2	0	3	5	7	6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76	0	205	22	112	5	1	10	1	1	3	4	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100	1	267	5	36	3	1	16	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	69,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48	1	152	1	34	5	1	18	1	1	2	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24	1	78	3	60	3	2	12	0	2	4	5	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21	0	121	4	5	4	1	10	0	2	4	5	5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13	1	88	4	65	3	2	1	0	2	4	5	9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76	1	253	16	79	5	1	10	1	1	3	4	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88	0	178	10	103	5	2	4	1	2	2	4	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35	0	216	23	115	3	3	5	0	1	3	3	11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76	0	246	2	126	5	1	10	1	1	3	4	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92	1	168	5	99	3	2	8	0	1	3	3	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31	1	98	7	72	3	1	1	0	1	3	3	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46	1	17	2	16	3	2	16	0	2	4	5	2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7	1	24	10	23	2	2	7	1	1	4	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12	1	267	5	36	4	1	12	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56	1	69	5	53	4	1	8	0	2	4	5	5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	100,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40	0	196	2	110	3	2	10	0	1	3	3	7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46	0	32	15	28	3	2	16	0	2	4	5	2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49	0	269	6	9	2	2	1	0	1	3	3	18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27	0	89	13	66	5	1	15	1	1	2	3	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16	0	32	15	28	4	2	4	0	2	4	5	18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81	0	23	9	22	3	2	15	0	1	3	3	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45	0	181	19	64	5	1	15	1	1	2	3	9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84	1	229	16	55	5	1	18	1	1	2	3	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
